Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExp,PromotionDelay,EngagementScore,WorkloadStress,HighPerf_NoPromo,JobHopperIndex,LoyaltyScore,DissatisfactionRisk
35,0,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,799.0,10,2.3333333333333335,0,0,0.05263157894736842,0.9090909090909091,1
42,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,673.5555555555555,4,4.0,0,0,0.34615384615384615,0.4444444444444444,1
34,0,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8,775.4,6,2.6666666666666665,0,0,0.1111111111111111,0.7333333333333333,2
25,0,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,699.0,5,2.6666666666666665,0,0,0.1111111111111111,0.8333333333333334,1
34,0,Travel_Rarely,1346,Research & Development,19,2,Medical,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2,665.25,1,3.0,0,0,0.0,0.5,1
27,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,312.42857142857144,5,2.3333333333333335,0,0,0.0,0.7142857142857143,1
34,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,445.5,7,2.6666666666666665,0,0,0.2222222222222222,0.5833333333333334,0
33,1,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,270.6666666666667,5,3.3333333333333335,1,0,0.29411764705882354,0.5555555555555556,0
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,508.25,7,2.0,0,0,0.09090909090909091,0.875,2
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,205.27272727272728,7,3.0,0,0,0.3157894736842105,0.7272727272727273,1
35,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,663.1818181818181,10,2.0,0,0,0.05263157894736842,0.9090909090909091,0
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,414.6,0,3.6666666666666665,0,0,0.2857142857142857,0.4,0
45,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,0,12,3,1,3,10,4,3,10,8,7,7,676.4545454545455,3,1.3333333333333333,0,0,0.034482758620689655,0.9090909090909091,0
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,497.0,4,2.3333333333333335,0,0,0.0,0.7142857142857143,3
47,0,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,797.1333333333333,8,2.0,0,0,0.0,0.8666666666666667,0
46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,581.7931034482758,0,2.3333333333333335,1,0,0.1,0.2413793103448276,1
42,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,595.0,3,2.6666666666666665,0,0,0.11538461538461539,0.2727272727272727,2
35,1,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,769.0,1,3.3333333333333335,1,0,0.0,0.6666666666666666,1
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,537.3870967741935,4,3.3333333333333335,0,0,0.05128205128205128,0.16129032258064516,1
34,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,299.3333333333333,9,3.0,0,0,0.2222222222222222,0.6666666666666666,1
45,0,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,1,14,3,2,0,17,3,4,0,0,0,0,735.8333333333334,0,2.3333333333333335,0,0,0.13793103448275862,0.0,1
32,0,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,666.7,4,3.0,0,0,0.3125,0.5,0
51,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10,412.52941176470586,33,2.3333333333333335,0,0,0.02857142857142857,0.9705882352941176,0
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,209.7,4,3.3333333333333335,0,0,0.2857142857142857,0.5,0
37,0,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,694.7272727272727,10,2.3333333333333335,0,0,0.047619047619047616,0.9090909090909091,2
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,672.1666666666666,3,3.6666666666666665,0,0,0.1111111111111111,0.5,1
54,0,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,444.0,4,2.6666666666666665,0,0,0.15789473684210525,0.5,1
49,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,0,20,4,1,0,20,2,3,4,3,1,3,204.0,3,1.0,0,0,0.09090909090909091,0.19047619047619047,3
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,675.75,3,3.3333333333333335,0,0,0.08333333333333333,0.75,1
38,0,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,466.44444444444446,2,2.0,0,0,0.09090909090909091,0.3333333333333333,2
26,1,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1,1146.5,1,2.3333333333333335,0,0,0.1,0.5,3
26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,321.25,2,3.6666666666666665,0,1,0.1,0.875,1
31,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,0,12,3,1,0,7,2,1,7,2,7,7,510.5,0,2.6666666666666665,0,0,0.06666666666666667,0.875,1
32,0,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0,1022.1818181818181,5,3.0,0,0,0.125,0.45454545454545453,1
40,0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,635.0,4,3.0,0,0,0.2916666666666667,0.5555555555555556,0
58,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,790.6666666666666,0,2.6666666666666665,0,0,0.023809523809523808,0.6666666666666666,1
42,0,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,940.7058823529412,1,2.3333333333333335,0,0,0.07692307692307693,0.058823529411764705,2
34,1,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,0,15,3,4,0,2,0,3,2,2,2,2,914.0,0,2.6666666666666665,0,0,0.05555555555555555,0.6666666666666666,1
40,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,678.4375,10,2.6666666666666665,0,0,0.2916666666666667,0.75,1
34,0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,861.2857142857143,0,3.0,0,0,0.2777777777777778,0.2857142857142857,2
28,0,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,676.5,1,3.0,0,0,0.08333333333333333,0.75,0
40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11,587.0869565217391,11,3.0,0,1,0.041666666666666664,0.9565217391304348,1
32,0,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,373.42857142857144,2,3.0,0,0,0.0625,0.9285714285714286,2
48,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,700.0909090909091,3,2.0,0,0,0.21875,0.13636363636363635,1
36,0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13,257.72222222222223,9,2.0,0,0,0.1,0.8333333333333334,0
42,0,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,438.75,5,2.6666666666666665,0,0,0.07692307692307693,0.4166666666666667,1
58,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,595.0,1,4.0,1,0,0.21428571428571427,0.25,1
34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,934.0,2,2.3333333333333335,0,0,0.5,0.42857142857142855,0
34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,249.125,11,3.0,0,0,0.05555555555555555,0.9375,1
41,0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,0,22,4,1,1,12,3,3,5,3,1,0,214.0,4,3.0,0,0,0.12,0.38461538461538464,0
35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,701.2,1,3.3333333333333335,0,0,0.0,0.6,1
30,0,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,481.25,9,4.0,0,0,0.07142857142857142,0.8333333333333334,1
26,0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,397.55555555555554,7,2.6666666666666665,0,0,0.0,0.7777777777777778,1
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,209.5,6,2.6666666666666665,0,0,0.3076923076923077,0.5833333333333334,1
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,306.90909090909093,10,2.6666666666666665,0,0,0.04,0.9090909090909091,1
55,0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,0,20,4,2,1,19,2,4,5,2,0,4,133.1,5,2.6666666666666665,0,0,0.20512820512820512,0.25,1
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,776.24,3,1.6666666666666667,0,0,0.10526315789473684,0.16,0
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,579.1818181818181,10,3.6666666666666665,0,0,0.043478260869565216,0.9545454545454546,1
31,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,465.25,0,3.0,1,0,0.4,0.25,0
44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,787.9,2,3.0,0,0,0.03571428571428571,0.8,0
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,607.3529411764706,13,2.6666666666666665,0,0,0.05,0.9411764705882353,1
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,284.6363636363636,10,2.3333333333333335,0,0,0.07692307692307693,0.9090909090909091,0
41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7,629.9230769230769,9,3.0,0,0,0.12,0.6923076923076923,0
52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,293.5263157894737,4,2.3333333333333335,0,0,0.08333333333333333,0.5263157894736842,0
28,1,Travel_Rarely,103,Research & Development,24,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,1,14,3,2,0,6,4,3,4,2,0,3,289.7142857142857,4,2.6666666666666665,0,0,0.4166666666666667,0.5714285714285714,3
40,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,0,14,3,2,0,15,3,1,5,4,1,0,126.125,4,2.3333333333333335,0,0,0.125,0.3125,1
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9,263.3448275862069,14,2.0,0,0,0.16279069767441862,0.7241379310344828,2
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,294.8888888888889,2,3.0,0,0,0.10344827586206896,0.2222222222222222,0
53,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,164.71428571428572,3,3.0,1,1,0.05405405405405406,0.5,0
46,1,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3,348.13793103448273,3,2.0,0,0,0.13333333333333333,0.2413793103448276,0
40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,201.1818181818182,6,3.3333333333333335,0,0,0.125,0.6363636363636364,0
31,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,1642.2,2,2.0,0,0,0.2,0.3,1
42,0,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,563.5416666666666,16,3.0,0,0,0.19230769230769232,0.8333333333333334,1
60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,401.53846153846155,10,2.6666666666666665,0,0,0.0,0.8461538461538461,0
40,0,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,1065.2857142857142,4,3.0,1,0,0.08333333333333333,0.5714285714285714,1
19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,741.5,1,2.6666666666666665,0,0,0.3333333333333333,0.5,1
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,721.5,3,2.3333333333333335,0,0,0.1,0.75,1
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,444.7,9,2.3333333333333335,0,0,0.034482758620689655,0.9,1
50,0,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,153.38095238095238,17,3.3333333333333335,0,0,0.029411764705882353,0.9523809523809523,1
29,1,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0,720.625,5,1.3333333333333333,0,0,0.38461538461538464,0.625,1
28,0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,566.1,8,2.0,0,0,0.0,0.8,2
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,260.11764705882354,1,3.6666666666666665,1,0,0.125,0.058823529411764705,2
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,388.6666666666667,3,2.6666666666666665,0,0,0.375,0.5,2
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,793.6,6,3.0,1,0,0.06976744186046512,0.4,0
32,0,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,1075.4444444444443,1,3.3333333333333335,0,0,0.5,0.1111111111111111,2
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,932.8888888888889,0,2.0,0,0,0.041666666666666664,0.7777777777777778,1
33,0,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,254.58333333333334,8,3.3333333333333335,0,0,0.29411764705882354,0.75,0
36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,907.2727272727273,1,3.3333333333333335,0,0,0.05,0.9090909090909091,1
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,1276.0,1,2.3333333333333335,0,0,0.3333333333333333,0.5,1
37,0,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,437.3333333333333,1,1.6666666666666667,0,0,0.047619047619047616,0.8888888888888888,0
39,0,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,778.3181818181819,4,3.0,0,0,0.2608695652173913,0.8636363636363636,1
33,0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,913.6923076923077,2,2.6666666666666665,0,0,0.35294117647058826,0.7692307692307693,0
30,0,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,531.0,3,2.3333333333333335,0,0,0.5,0.3333333333333333,0
31,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0,630.5,1,2.0,0,0,0.06666666666666667,0.5,2
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,334.5,4,2.3333333333333335,0,0,0.1,0.8333333333333334,1
40,0,Travel_Rarely,1194,Research & Development,2,4,Medical,3,Female,98,3,1,Research Scientist,3,Married,2001,12549,2,0,14,3,2,3,20,2,3,5,3,0,2,95.28571428571429,5,2.6666666666666665,0,0,0.08333333333333333,0.23809523809523808,0
36,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,800.8,3,2.0,0,0,0.2,0.3,0
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,825.0,3,3.0,0,0,0.0,0.6666666666666666,1
33,0,Travel_Frequently,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,0,19,3,1,2,10,3,3,5,3,1,3,488.72727272727275,4,1.6666666666666667,0,0,0.11764705882352941,0.45454545454545453,0
43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,1173.5333333333333,8,2.3333333333333335,0,1,0.037037037037037035,0.9333333333333333,1
40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,642.8095238095239,16,2.6666666666666665,0,0,0.375,0.8571428571428571,1
45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,398.6363636363636,6,1.0,0,0,0.034482758620689655,0.9090909090909091,2
32,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,672.4285714285714,3,3.6666666666666665,0,0,0.5,0.5714285714285714,1
29,0,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4,783.6363636363636,10,3.0,0,0,0.07692307692307693,0.9090909090909091,2
38,0,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,373.875,5,2.6666666666666665,0,0,0.0,0.75,0
24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1105.0,1,2.3333333333333335,0,0,0.125,0.5,1
25,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,1,11,3,4,0,6,1,3,6,4,0,3,820.5714285714286,6,3.3333333333333335,0,0,0.1111111111111111,0.8571428571428571,2
30,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,481.27272727272725,6,3.0,0,0,0.21428571428571427,0.6363636363636364,1
35,0,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,463.45454545454544,10,2.3333333333333335,0,0,0.05263157894736842,0.9090909090909091,1
55,1,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,396.9230769230769,2,3.3333333333333335,0,0,0.10256410256410256,0.6923076923076923,1
35,0,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,0,22,4,4,1,9,3,2,9,8,1,8,906.9,8,2.3333333333333335,0,0,0.05263157894736842,0.9,1
33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,1425.5,1,3.0,0,0,0.058823529411764705,0.5,1
